Unnamed: 0,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline,Unnamed: 13,Unnamed: 14
1335,576784.0,ru,Конёк-горбунок,0.9598020051705656,2021-02-18,6.2,16,"['Adventure', 'Fantasy']","Romantic John the Fool and his friend Foal set out on a series of unpredictable adventures in different magical worlds. The two buddies will have to outsmart an evil tyrant king, catch the firebird, and find John’s true love.",0.0,100,,,
1372,275619.0,en,Age of Tomorrow,0.8268806356012359,2014-06-10,3.0,50,"['Thriller', 'Science Fiction', 'Action']","Mankind must fight to survive as Earth is invaded by hostile UFOs bent on destroying the planet. As the epic battle wages on, astronauts sneak aboard the mothership where they discover a portal to the aliens' home world. They manage to alert Earth before they are brutally murdered. Left with no other choice, Earth sends an elite military team of science and combat specialists through the portal where they attempt to stop the invasion from the inside out.",0.0,90,Extinction Has Arrived,,
1379,93837.0,en,So Undercover,0.975628980389684,2012-12-06,6.1,978,"['Action', 'Comedy']","When the FBI hires her to go undercover at a college sorority, Molly Morris (Miley Cyrus) must transform herself from a tough, streetwise private investigator to a refined, sophisticated university girl to help protect the daughter of a one-time Mobster. With several suspects on her list, Molly unexpectedly discovers that not everyone is who they appear to be, including herself.",0.0,94,Meet the FBI's new secret weapon,,
1484,726208.0,es,Voces,0.9393719654454882,2020-07-24,6.6,521,"['Drama', 'Horror', 'Thriller']","After the strange death of his young son at their new home, Daniel hears a ghostly plea for help, spurring him to seek out a renowned paranormal expert.",0.009409990749325827,98,,,
1494,769.0,en,GoodFellas,0.981493158458919,1990-09-12,8.5,9475,"['Drama', 'Crime']","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",0.9938188435988868,145,Three Decades of Life in the Mafia.,,
1495,119892.0,zh,西遊記之大鬧天宮,0.9941673497698467,2014-01-09,5.6,152,"['Action', 'Adventure', 'Family']","Sun Wukong is a monkey born from a heavenly stone who acquires supernatural powers. After rebelling against heaven and being imprisoned under a mountain for 500 years, he later accompanies the monk Xuanzang on a journey to India. Thus, according to legend, Buddhism is brought to ancient China.",0.0,119,Havoc in Heaven,,
1504,133121.0,en,Biohazard: Damnation,0.8823065767072324,2012-09-25,6.8,592,"['Animation', 'Horror', 'Action']","U.S. federal agent Leon S. Kennedy sneaks into the ""East Slavic Republic"" to verify rumors that Bio-Organic Weapons (BOWs) are being used in the country's civil war, which the U.S. and Russia are making preparations to jointly intervene in. Right after his infiltration, the U.S. government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the BOWs.",0.0,100,"When Terror Crawls, Evil is Unleashed",,
1519,166666.0,de,3096 Tage,0.7944069613468692,2013-02-21,7.5,608,['Drama'],A young Austrian girl is kidnapped and held in captivity for eight years. Based on the real-life case of Natascha Kampusch.,0.14169316726468736,111,The story of Natasha Kampusch,,
1538,444308.0,en,Cashback,0.9854656661832397,2004-08-01,7.0,79,"['Drama', 'Comedy']","Ben is an art college student in London, whose imagination runs wild as he works the late-night shift at the local supermarket. What do he and his colleagues do to pass the long, endless hours of the night?",0.0,18,You give 8 hours... They give you money.,,
1571,181283.0,en,Child 44,0.9292515291001955,2015-03-15,6.3,1301,"['Crime', 'Thriller']","Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",0.07054087320040754,137,How do you find a killer who doesn’t exist?,,
1576,774810.0,en,A Trash Truck Christmas,0.975944258780503,2020-12-11,6.6,47,"['Animation', 'Adventure', 'Family']","When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",0.0,28,,,
1586,9725.0,en,Friday the 13th Part 2,0.9512264329402862,1981-05-01,6.1,1131,"['Horror', 'Thriller']","Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",0.4609480970231163,87,The body count continues...,,
1592,627290.0,en,Antebellum,0.9202976228009332,2020-09-02,6.4,614,['Horror'],Successful author Veronica finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,0.14540419525871914,105,"If it chooses you, nothing can save you.",,
1595,518764.0,zh,动物世界,0.936660571284444,2018-06-29,7.3,146,"['Drama', 'Action', 'Adventure', 'Thriller', 'Mystery', 'Fantasy']","Drifting aimlessly through life, Kaisi (Li Yi Feng) has racked up debts of several million having borrowed money from his friends. Lured with the promise of writing it all off, Kaisi leaves his ailing mother and childhood sweetheart Qing (Zhou Dongyu) to board the ship Destiny and attend a gambling party controlled by the mysterious Anderson (Michael Douglas).  All players join the game with stars. For each game they lose, their opponent captures a star. Everyone is holding daggers behind their backs plotting dirty means by which to overcome their opponents. The game quickly deteriorates into a slaughter and Kaisi must battle save his own skin…",0.0,125,,,
1597,395990.0,en,Death Wish,0.9585724194463712,2018-03-02,6.1,2030,"['Action', 'Crime', 'Drama', 'Thriller']",A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,0.7218269121304783,107,How Far Would You Go To Protect Your Family?,,
1602,323660.0,en,Avengers Grimm,0.9594236711015827,2015-03-17,4.2,83,"['Action', 'Fantasy']","When Rumpelstiltskin destroys the Magic Mirror and escapes to the modern world, the four princesses of ""Once Upon a Time""-Cinderella, Sleeping Beauty, Snow White, and Rapunzel-are sucked through the portal too. Well-trained and endowed with magical powers, the four women must fight Rumpelstiltskin and his army of thralls before he enslaves everyone on Earth.",0.0,90,A battle of legendary proportions.,,
1603,347126.0,en,God's Not Dead 2,0.9045337032599785,2016-04-01,6.1,310,['Drama'],"When a high school teacher is asked a question in class about Jesus, her reasoned response lands her in deep trouble and could expel God from the public square once and for all.",0.4988206053541871,121,,,
1608,399360.0,en,Alpha,0.925941105996595,2018-08-17,6.4,2048,"['Adventure', 'Drama']","In the prehistoric past, Keda, a young and inexperienced hunter, struggles to return home after being separated from his tribe when bison hunting goes awry. On his way back he will find an unexpected ally.",0.7598398516157487,97,Leaders are born from survival,,
1609,440471.0,en,Escape Plan 2: Hades,0.9730436975849674,2018-06-05,5.1,1068,['Action'],"Ray Breslin manages an elite team of security specialists trained in the art of breaking people out of the world's most impenetrable prisons. When his most trusted operative, Shu Ren, is kidnapped and disappears inside the most elaborate prison ever built, Ray must track him down with the help of some of his former friends.",0.37134258061237363,96,He's back.,,
1612,76617.0,en,Texas Chainsaw 3D,0.9345482060659562,2013-01-03,5.5,1174,"['Horror', 'Thriller']","A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",0.0,92,Evil wears many faces.,,
1621,354282.0,en,The Osiris Child,0.9182167854215271,2016-02-17,5.4,362,['Science Fiction'],"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.",0.0,95,,,
1631,31011.0,en,Mr. Nobody,0.7394224099880193,2009-11-06,7.9,4871,"['Science Fiction', 'Drama', 'Romance', 'Fantasy']","Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",0.0494781310518894,141,"Nothing is real, everything is possible.",,
1637,583903.0,en,Our Friend,0.8071126804968787,2019-02-25,7.2,168,"['Drama', 'Comedy', 'Romance']","After learning that his terminally ill wife has six months to live, a man welcomes the support of his best friend who moves into their home to help out.",0.0,124,,,
1642,298115.0,en,Dragons: Dawn Of The Dragon Racers,0.6961977426067216,2014-11-01,7.2,251,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,0.0,26,,,
1648,476926.0,en,The Titan,0.8296550854404439,2018-03-30,5.4,982,"['Science Fiction', 'Thriller']","On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",0.0,97,Evolve or die,,
1662,431821.0,ja,劇場版 魔法科高校の劣等生 星を呼ぶ少女,0.9121949681568824,2017-06-17,6.1,30,"['Science Fiction', 'Action', 'Animation', 'Fantasy']","In the story, the seasons have changed and it will soon be the second spring. Tatsuya and Miyuki have finished their first year at First Magic High School and are on their spring break. The two go to their villa on the Ogasawara Island archipelago. After only a small moment of peace a lone young woman named Kokoa appears before them. She has abandoned the Naval base and she tells Tatsuya her one wish.",0.0,90,,,
1665,207768.0,en,I Spit on Your Grave 2,0.9065514849612208,2013-08-25,6.4,942,"['Thriller', 'Horror', 'Crime']","Naturally beautiful, Katie has just settled into New York where she, like many other young women, is trying to make it as a model. But what starts out as an innocent and simple photo shoot soon turns into something disturbingly unthinkable! Raped, tortured and kidnapped to a foreign country, Jessica is buried alive and left to die. Against all odds, she manages to escape. Severely injured, she will have to tap into the darkest places of the human psyche to not only survive, but to exact her revenge…",0.01439968917565024,106,The Terror. The Bloodshed. The Revenge.,,
1670,81774.0,fr,Les Exploits d'un jeune Don Juan,0.9075603758118418,1986-11-04,5.2,79,"['Comedy', 'Drama']","Roger is a 16-year-old who seeks to lose his virginity in this softcore erotic drama. His initial efforts are unsuccessful, but World War I breaks out and men are seen marching off to battle. Roger goes overboard when he is presented with several amorous opportunities.",0.0,95,,,
1672,836691.0,en,Shark Beach with Chris Hemsworth,0.8582823633268175,2021-07-05,6.4,4,['Documentary'],"Chris Hemsworth is on a mission to uncover the science of shark behavior and discover how humans and sharks can safely coexist. After an increase in local shark attacks along the east coast of Australia, Hemsworth seeks to understand different species of sharks and their behaviors while also exploring new preventative measures and the latest technology to help stave off shark-human encounters.",0.0,44,,,
1673,575293.0,fr,Sous les étoiles de Paris,0.7747020619206759,2021-04-08,5.9,26,"['Drama', 'Comedy']","Christine’s life has not been easy lately. Her lonely routine is divided between free food banks distributions and wandering the streets. On a cold winter night she founds Suli, an 8-year-old Eritrean boy, sobbing in front of her shelter. Christine understands that he is lost and has been separated from his mother. Bounded by their marginal condition, they embark together on an emotional journey to find Suli’s mother in the underground world of Paris...",0.0,86,,,
1690,19556.0,en,Miss March,0.9040607856737499,2009-03-13,5.5,258,"['Comedy', 'Romance']",A young man awakens from a four-year coma to hear that his once virginal high-school sweetheart has since become a centerfold in one of the world's most famous men's magazines. He and his sex-crazed best friend decide to take a cross-country road trip in order to crash a party at the magazine's legendary mansion headquarters and win back the girl.,0.09743242068997786,89,"After four years in a coma, Eugene Pratt is going to be reunited with his high school sweetheart... on pages 95-97.",,
1691,780382.0,en,Le loup et le lion,0.6134371650167096,2021-10-13,6.4,20,"['Adventure', 'Family']","After her grandfather's death, 20-year-old Alma decides to go back to her childhood home - a little island in the heart of the majestic Canadian forest. Whilst there, she rescues two helpless cubs: a wolf and a lion. They forge an inseparable bond, but their world soon collapses as the forest ranger discovers the animals and takes them away. The two cub brothers must now embark on a treacherous journey across Canada to be reunited with one another and Alma once more.",0.0,99,An unlikely friendship. An incredible adventure.,,
1695,516486.0,en,Greyhound,0.7546503562645814,2020-07-10,7.4,1942,"['War', 'Action', 'Drama']","A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the “Black Pit” to the front lines of WW2. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",0.0,91,The only thing more dangerous than the front lines was the fight to get there.,,
1697,818809.0,en,A Cinderella Story: Starstruck,0.9624188158143641,2021-06-29,7.4,83,"['Romance', 'Comedy', 'Music']","Finley Tremaine, a small-town farm girl, longs to spread her wings and soar as an aspiring performer. When a Hollywood film crew arrives in her sleepy town, she is determined to land a role in the production and capture the attention of handsome lead actor Jackson Stone. Unfortunately, a botched audition forces her to change course. Now, disguised as cowboy “Huck,” Finley finally gets her big break. But can she keep the charade a secret from everyone, including her evil stepmother and devious step-siblings?",0.0,100,,,
1706,154400.0,en,The Drop,0.9511633772621224,2014-09-12,6.7,1708,"['Drama', 'Crime']","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",0.4043291330243551,106,,,
1707,14438.0,en,Fireproof,0.9489249006873066,2008-09-26,7.5,457,"['Drama', 'Romance']","Caleb Holt, a heroic fire captain who values dedication and service to others above all else. But the most important partnership in his life, his marriage, is about to go up in smoke. This gripping story follows one man's desire to transform his life and marriage through the healing power of faith and fully embrace the fireman's code: ""Never leave your partner behind.""",0.7099288624323215,122,Never leave your partner behind.,,
1713,569016.0,ko,언니,0.8915127057191499,2019-01-01,7.1,81,"['Action', 'Crime', 'Thriller', 'Mystery']",A woman seeks to take revenge when her younger sister disappears and she finds out that her sister suffered violence and sexual abuse from school bullies.,0.0,94,Nothing can stop her from saving her missing sister.,,
1715,16007.0,ja,デスノート,0.9639006242512136,2006-06-17,7.0,473,"['Fantasy', 'Mystery', 'Thriller']","Light Yagami finds the ""Death Note,"" a notebook with the power to kill, and decides to create a Utopia by killing the world's criminals, and soon the world's greatest detective, ""L,"" is hired to find the mysterious murderer. An all out battle between the two greatest minds on earth begins and the winner will control the world.",0.5897599206557613,126,The battle of wits begins. Whose side are you on?,,
1716,681429.0,es,Cuidado con lo que deseas,0.9121634403178005,2020-04-24,6.7,86,['Horror'],"Pamela is an eight-year-old girl who loves horror movies and fairy tales. When his uncle gives her away a doll named ""Hellequin"" as a birthday gift, a tale of betrayal begins to unfold before her eyes.",0.0,91,Evil went hunting.,,
1719,72358.0,en,A Thousand Words,0.7806292956680747,2012-03-07,6.1,1066,"['Drama', 'Comedy']","Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.",0.4677702119379425,91,He only has 1000 words left to discover what matters the most.,,
1720,24831.0,en,Piranha,0.8608045904533703,1978-08-03,5.9,429,"['Horror', 'Comedy']","When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal.",0.3395132165598845,94,A hideous death lurked unseen in the river...,,
1726,733491.0,en,They Live Inside Us,0.9583832524118796,2020-10-06,5.8,19,['Horror'],"Seeking inspiration for a new writing project, a man spends Halloween night in a notoriously haunted house. He soon realizes he is living in his own horror story.",0.0,103,,,
1728,758510.0,pt,A Gruta,0.7724005296676966,2020-10-29,6.4,64,['Horror'],"The only one survivor of a mysterious murderer that killed his wife, friends and the tourism guide who leaded them through a interdicted grotto, a boy become the only suspect to make the crime. He, however, claim for his innocence saying that your wife killed those people as she was possessed by an evil force. Refusing to talk to police officers who are in charge for the crime investigation, he asks for help to a nun.",0.0,98,,,
1729,458253.0,en,Missing Link,0.9236711015826975,2019-04-04,7.0,626,"['Family', 'Animation', 'Comedy', 'Adventure', 'Fantasy']","The charismatic Sir Lionel Frost considers himself to be the world's foremost investigator of myths and monsters. Trouble is, none of his small-minded, high-society peers seems to recognize this. Hoping to finally gain acceptance from these fellow adventurers, Sir Lionel travels to the Pacific Northwest to prove the existence of a legendary creature known as the missing link.",0.5570026033236859,95,Meet Mr. Link,,
1736,866343.0,es,Torcidos,0.7133173592281983,2021-08-27,4.8,4,['Horror'],0,0.0,,,,
1738,340676.0,en,Personal Shopper,0.8830632448451983,2016-10-19,5.9,960,"['Drama', 'Mystery', 'Thriller']",A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,0.0276956845429924,106,,,
1739,367816.0,en,Ghostheads,0.8551926350967904,2016-04-23,5.9,29,['Documentary'],Ghostheads is a documentary that explores the extreme side of the Ghostbusters fandom. Join us as we travel the world meeting extreme Ghostbusters fans. Every Ghosthead is unique. Every Franchise is its own. Every pop culture fandom should learn how to give back to the community.,0.0,100,The Real Heart of the Ghostbusters,,
1746,10866.0,en,Joy Ride,0.6853206381234629,2001-10-05,6.5,862,"['Mystery', 'Thriller', 'Drama']","Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",0.7775454870789227,97,It started as a joke. Now the joke is on them.,,
1749,333667.0,en,Rock Dog,0.9451415599974777,2016-07-08,6.1,213,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music']","When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",0.19989999213814708,90,A new breed of rock star,,
1751,718022.0,en,Heks,0.8841036635349013,2020-12-15,6.3,26,"['Horror', 'Drama']","A grieving British girl unravels her murdered mother's secrets connected to a South African witch doctor's curse. She wants to put an end to this haunting hex by traveling to South Africa, but instead it casts her deeper into sinister depths.",0.0,82,,,
1758,180147.0,es,Nosotros los nobles,0.7705403871618639,2013-03-28,7.8,356,['Comedy'],"Tells the ""riches to rags"" story of the Nobles, three upper-class twenty-somethings that appear to have no limits to their checkbooks, and no direction in their lives. Until one day, their father tries to teach them a lesson by staging a financial scandal that forces the whole family to escape to an old house in the poor side of town, and leads the ""kids"" to do what they haven't done before: get jobs.",0.0,108,A falta de plata... Sale el cobre,,
1762,842096.0,en,"Civil War (Or, Who Do We Think We Are)",0.8695378018790589,2021-06-17,2.0,1,['Documentary'],A journey across the United States to explore the story of the Civil War of Americans from President Obama's final year in office through the present.,0.0,100,,,
1763,643532.0,en,The Card Counter,0.89217479033987,2021-09-03,6.6,201,"['Drama', 'Thriller', 'Crime']","William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk. But keeping Cirk on the straight-and-narrow proves impossible, dragging Tell back into the darkness of his past.",0.07246309093468943,111,Reap what you sow.,,
1765,107985.0,en,The World's End,0.9039662021565043,2013-07-18,6.8,4252,"['Comedy', 'Action', 'Science Fiction']",Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,0.9779951298951042,109,Good food. Fine ales. Total Annihilation.,,
1766,764.0,en,The Evil Dead,0.8958950753515353,1981-09-10,7.3,2699,['Horror'],"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",0.6238555354287877,85,The Ultimate Experience In Grueling Terror,,
1767,285812.0,ja,映画 ドラえもん 新・のび太の大魔境 〜ペコと5人の探検隊〜,0.8782394854656661,2014-03-08,7.1,48,"['Family', 'Animation', 'Adventure']","The film starts with Gian seeing some like spirit and it asks him to accomplish a task. The story starts when a stray dogs are searching some foods in the can. Then a dirty white dog comes out of nowhere. Just then, the dog creates a close stare to the stray dogs and forces to run away. But the dog is disappointed that he doesn't know what to do after searching the garbage, under the pouring rain. After that, Suneo starts saying about the discoverable places on Earth and him and Gian are totally disappointed about that. That then, they are asking favor to Nobita to take them to an undiscovered place to be seen by their naked eyes. Nobita refuses but tells he will try his best. He comes to upstairs to explain Doraemon what the problem is now.",0.0,109,,,
1770,778730.0,es,Loco por ella,0.9135506652374046,2021-02-26,7.3,340,"['Comedy', 'Romance']","After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",0.0,102,,,
1772,614917.0,en,King Richard,0.9548521344347058,2021-11-18,0.0,0,['Drama'],"Richard Williams serves as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",0.0,138,"Venus, Serena and a plan for greatness.",,
1773,38199.0,en,Unthinkable,0.7851693044958696,2010-06-14,6.7,880,"['Drama', 'Thriller']",The government gets wind of a plot to destroy America involving a trio of nuclear weapons for which the whereabouts are unknown. It's up to a seasoned interrogator and an FBI agent to find out exactly where the nukes are.,0.0,97,Right and Wrong no longer exist,,
1781,134162.0,ja,映画ドラえもん のび太と雲の王国,0.9245538810769909,1992-03-07,6.8,15,['Animation'],"Doraemon launches its ecological adventure to save Earth from a terrible threat with Nobita and his whole gang. This time Doraemon used his inventions to create, along with Nobita, his own world in the sky, a giant cloud. During their journey to the cloud are alien beings who seek to destroy civilization to chasten humans for their lack of commitment to the environment. Doraemon and the gang must find allies and convince the people of the clouds on Earth that there are people who fight for nature. In his adventure, meet good friends, raffled countless dangers, will encounter prehistoric animals and will give everything to defend our planet.",0.0,90,,,
1786,98613.0,ja,映画ドラえもん のび太とふしぎ風使い,0.8247682703827479,2003-03-08,7.1,35,['Animation'],"One day, Nobita runs into a creature-like ball of wind, which came from a faraway land, but blew into their neighbourhood following the recent typhoon that went through the area. Nobita names it Fuuko. Eventually, he, Doraemon and their friends take it to a vast countryside through the Anywhere Door. There, they learn about the Wind and Storm Villages, and Fuuko’s real identity. Soon, Nobita and his friends have to protect Fuuko from the Storm Village and a now-possessed Nobuo, who is being controlled by the spirit of the Storm Village’s former leader.",0.0,90,,,
1787,616820.0,en,Halloween Ends,0.8328393971877168,2022-10-13,0.0,0,"['Horror', 'Thriller']","Four years after the traumatic events of Halloween 2018, the nightmare ends as Laurie Strode comes face to face with Michael Myers, once and for all.",0.0,0,,,
1788,601470.0,en,The Eyes of Tammy Faye,0.9264770792609873,2021-09-17,6.0,21,"['Drama', 'History']","In the 1970s and ’80s, Tammy Faye and Jim Bakker rose from humble beginnings to create the world’s largest religious broadcasting network and a theme park, and were revered for their message of love, acceptance, and prosperity.",0.05101455567427909,126,"Sometimes in life, you have to take your lashes.",,
1789,871.0,en,Planet of the Apes,0.8861845009143072,1968-02-07,7.7,2493,"['Science Fiction', 'Adventure', 'Drama', 'Action']","An  U.S. Spaceship lands on a desolate planet, stranding astronaut Taylor in a world dominated by apes, 2000 years into the future, who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",0.6915380044198255,112,"Somewhere in the Universe, there must be something better than man!",,
1791,575774.0,en,His House,0.8790907371208776,2020-01-27,6.5,677,"['Drama', 'Horror', 'Thriller']","After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",0.0,93,"When ghosts follow, they never leave.",,
1794,11621.0,ja,紅の豚,0.9726338356769026,1992-07-18,7.8,2276,"['Family', 'Comedy', 'Animation', 'Adventure']","In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",0.0,94,A Pig's Got to Fly,,
1800,638507.0,en,How to Train Your Dragon: Homecoming,0.988492338735103,2019-10-25,8.2,627,"['Animation', 'Fantasy', 'Adventure', 'Action', 'Family']","It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",0.0,22,,,
1810,496450.0,en,Ladybug & Cat Noir Awakening,0.7502995144712781,0,0.0,"['Action', 'Romance', 'Animation', 'Music', 'Fantasy', 'Adventure']",Ladybug & Cat Noir Awakening is an upcoming animated musical film based on the children's animated series Miraculous: Tales of Ladybug & Cat Noir. It will be released in 2021.,0,0.0,,,,
1811,459159.0,en,Hotel Transylvania: Puppy!,0.8609937574878619,2017-07-28,6.3,122,"['Family', 'Fantasy', 'Animation', 'Comedy']",The residents of Hotel Transylvania find their world turned upside-down when youngster Dennis gets a surprise monster-sized pet.,0.0,5,A Hotel Transylvania Short,,
1814,300803.0,en,Dragonheart 3: The Sorcerer's Curse,0.9376694621350652,2015-02-24,5.4,193,['Fantasy'],"When aspiring knight Gareth goes in search of a fallen comet rumored to contain gold, he is shocked to instead find the dragon Drago. After Drago saves Gareth's life the two become intricately bonded, and must work together to defeat an evil sorcerer and stop his reign of terror. Along the way, Gareth learns the true meaning of being a knight in this fantasy action-adventure for the ages.",0.0,97,,,
1823,10380.0,en,An American Tail: Fievel Goes West,0.834478844819976,1991-11-21,6.4,567,"['Adventure', 'Animation', 'Family', 'Western']","Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan.",0.865038106645133,75,"Look out pardners, there's a new mouse in town!",,
1827,407436.0,en,Mowgli: Legend of the Jungle,0.7414717195283433,2018-11-25,6.5,2081,"['Adventure', 'Drama']","A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",0.0,105,The greatest journey is finding where you belong,,
1828,13179.0,en,Tinker Bell,0.9144334447316982,2008-09-11,6.7,1049,"['Animation', 'Family', 'Adventure', 'Fantasy']","Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""",0.0,78,Enter the world of fairies,,
1829,357096.0,en,I Spit on Your Grave III: Vengeance is Mine,0.8986695251907435,2015-10-01,5.7,707,"['Horror', 'Thriller']","Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her.",0.0,91,Vengeance is a bitch,,
1832,445651.0,en,The Darkest Minds,0.9902263698846081,2018-07-25,7.0,2162,"['Science Fiction', 'Action', 'Drama', 'Romance', 'Adventure', 'Thriller']","After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.",0.8730238394509902,105,The ones who changed will change everything,,
1833,507086.0,en,Jurassic World: Dominion,0.9405384954915188,2022-06-08,0.0,0,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",Plot unknown.,0.0,0,,,
1835,532142.0,ja,CRYING FREE SEX,0.7494167349769847,2018-09-08,7.8,9,[],"Cobra and Naomi are working under cover and infiltrating a secret organization. They get hyped up and have sex, and their genitals get stuck together. The two fight against enemies, remaining stuck together. Can they make it through?",0.0,15,,,
1838,399019.0,en,The Beguiled,0.9848351094016015,2017-06-23,5.9,1816,['Drama'],"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",0.581366623453,93,"Innocent, until betrayed.",,
1842,520725.0,fr,Le prince oublié,0.827511192382874,2020-02-12,5.8,266,"['Fantasy', 'Adventure', 'Comedy']","Djibi lives alone with Sofia, his 8-year-old daughter. Every night, he invents a story to put him to sleep. When Sofia falls asleep, these extraordinary stories come to life somewhere in an imaginary world inhabited by knights, pirates and other dragons. In this world that belongs only to them, Sofia is always the princess to save, and the brave Prince is none other than Djibi himself.  But 3 years later, the entry of Sofia to the college will mark the end of her childhood. To the despair of her father, she no longer needs her stories at night. On the one hand, Djibi will have to accept that his daughter will grow up and move away from him. On the other hand, in the World of Stories, the Prince will have to face the most epic of all his adventures. Find your destiny in a world where it no longer has a place.",0.0,101,,,
